index,pct
0,0.23791669676956462
1,0.0
2,0.0014947645870339137
3,0.0
4,0.21711455626667597
5,0.0
6,0.0
7,0.44768199381665713
8,0.0
9,0.0
10,0.0
11,0.1493518949878052
12,0.0
13,0.07262064618673097
14,0.06776266127887076
15,0.0
16,0.4672384971636842
17,0.0
18,0.0335076394926769
19,0.18273497076489595
20,0.0
21,0.0
22,0.10911781485347569
23,0.248380048878802
24,0.0
25,0.031639183758884505
26,0.0
27,0.005979058348135655
28,0.0236671059613703
29,0.019556503347027035
30,0.0014947645870339137
31,0.017688047613234645
32,0.0034877840364124653
33,0.00024912743117231896
34,0.003986038898757103
35,0.04048320756550183
36,0.0021175831649647113
37,0.28911238387547616
38,0.04932723137211915
39,0.07125044531528321
40,0.00710013178841109
41,0.020303885640543994
42,0.0
43,0.0236671059613703
44,0.0
45,0.0
46,0.02516187054840421
47,0.0
48,0.005979058348135655
49,0.11933203953154077
50,0.0
51,0.004484293761101741
52,0.0722469550399725
53,0.0
54,0.015819591879442253
55,0.0041106026143432626
56,0.025410997979576532
57,0.0
58,0.0058544946325494954
59,0.0013702008714477543
60,0.0092177149533758
61,0.030019855456264434
62,0.007473822935169569
63,0.027528581144541243
64,0.0008719460091031163
65,0.029895291740678277
66,0.00710013178841109
67,0.0
68,0.04322360930839734
69,0.0006228185779307973
70,0.02864965458481668
71,0.0
72,0.02615838027309349
73,0.0009965097246892758
74,0.00473342119227406
75,0.0
76,0.0
77,0.0038614751831709438
78,0.003114092889653987
79,0.024539051970473416
80,0.0
81,0.00024912743117231896
82,0.01855999362233776
83,0.0
84,0.015819591879442253
85,0.0027404017428955085
86,0.02080214050288863
87,0.0009965097246892758
88,0.020677576787302473
89,0.013951136145649861
90,0.0006228185779307973
91,0.0
92,0.0
93,0.0021175831649647113
94,0.0021175831649647113
95,0.013452881283305225
96,0.017937175044406964
97,0.0
98,0.005231676054618698
99,0.0
100,0.007473822935169569
101,0.03388133063943538
102,0.0
103,0.0
104,0.0
105,0.0018684557337923923
106,0.00236671059613703
107,0.0
108,0.013452881283305225
109,0.0
110,0.020553013071716312
111,0.0046088574766879
112,0.012082680411857468
113,0.0019930194493785517
114,0.0
115,0.010587915824823555
116,2.20876380477378
117,0.018310866191165443
118,0.00024912743117231896
119,0.019930194493785514
120,0.005231676054618698
121,0.0
122,0.0008719460091031163
123,0.0008719460091031163
124,0.00236671059613703
125,0.0
126,0.005480803485791017
127,0.004857984907860219
128,0.0
129,0.0
130,0.0029895291740678273
131,0.007847514081928048
132,0.0
133,0.01893368476909624
134,0.01195811669627131
135,0.010837043255995873
136,0.0
137,0.011708989265098991
138,0.00024912743117231896
139,0.003114092889653987
140,0.00012456371558615948
141,0.0
142,0.010089660962478916
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0007473822935169568
148,0.003114092889653987
149,0.00236671059613703
150,0.006975568072824931
151,0.013079190136546745
152,0.02578468912633501
153,0.0
154,0.0014947645870339137
155,0.010712479540409714
156,0.0
157,0.0077229503663418875
158,0.0
159,0.0
160,0.0
161,0.0
162,0.0003736911467584784
163,0.01893368476909624
164,0.008096641513100366
165,0.0
166,0.0019930194493785517
167,0.0
168,0.003114092889653987
169,0.0
170,0.011335298118340512
171,0.0
172,0.0004982548623446379
173,0.0021175831649647113
174,0.0
175,0.019431939631440878
176,0.0
177,0.017065229035303848
178,0.0
179,0.0046088574766879
180,0.0004982548623446379
181,0.0
182,0.010961606971582034
183,0.00236671059613703
184,0.008719460091031164
185,0.009342278668961961
186,0.0
187,0.0
188,0.017812611328820803
189,0.0
190,0.0
191,0.017812611328820803
192,0.0
193,0.01145986183392667
194,0.004235166329929423
195,0.004857984907860219
196,0.0
197,0.027154889997782764
198,0.020303885640543994
199,0.022421468805508705
200,0.0024912743117231893
201,0.00473342119227406
202,0.0368708598135032
203,0.0037369114675847846
204,0.010712479540409714
205,0.0
206,0.015196773301511457
207,0.0092177149533758
208,0.008221205228686525
209,0.0012456371558615946
210,0.010712479540409714
211,0.10214224678065076
212,0.003986038898757103
213,0.15807135507883638
214,0.015196773301511457
215,0.0
216,0.0
217,0.034130458070607696
218,0.0
219,0.0
220,0.06377662238011365
221,0.03911300669405407
222,0.07585930279197113
223,0.0013702008714477543
224,0.0
225,0.1533379338865623
226,0.0
227,0.4221464321214945
228,0.3224954596525669
229,0.06950655329707699
230,0.0003736911467584784
231,0.013577444998891382
232,0.04247622701488038
233,0.0
234,0.0
235,0.13104102879663976
236,0.0731189010490756
237,0.18672100966365307
238,0.0013702008714477543
239,0.0
240,0.0
241,0.0
242,0.06253098522425206
243,0.0
244,2.667905660424364
245,0.0
246,0.0
247,0.0
248,0.0
249,0.0
250,0.0
251,0.0
252,0.0
253,0.0
254,0.0
255,88.97636029805605
